"","guid","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"23456","dXIOWn1q3p",0.715180874405463,0.289625303876824,0.573034006534688,-0.794425974249724,-1.35935234409049,-0.573381819027797,0.227728082601768,-0.0797706070859504,0.740085909429667,0.848246690972211
"23457","fI8ZSae2QY",1.16579550464876,0.130749714157135,-0.910386301764769,-0.475322084680481,-0.835962658491451,-0.317490688775127,-0.0124400585425783,0.528958586183123,1.74184027268384,-0.462332825098471
"23458","2laJn7v5KY",-1.46375410628061,0.168992288527428,0.677330491376436,-0.818294981140837,2.39235532073582,-0.609148900802306,-0.46083586226438,-0.0579462675126835,0.506182943442019,-0.147594676955084
"23459","SwnvIM48C6",1.42494129502731,0.210613909543868,1.52878177803334,2.28649868694411,0.125706879358965,0.681233650122929,0.485534150479076,0.586863210740806,0.116275133592174,1.14294818437939
"23460","3Z4PW7HeQj",0.454215243768702,-1.30973896657546,0.945560924378545,-0.357097720697695,1.22378283115898,0.29288577839614,1.24978808220281,2.18211547840848,1.78200679240647,-0.10934693674072
"23461","7mTQBMsyzZ",0.92412276509424,0.815826401216295,1.32716407193834,0.90531783867325,-0.734051666739989,-0.418894906349832,0.364413429467936,-0.292445695157614,1.06845305222873,1.03196088583506
"23462","luxwZnq6oP",1.02080415041415,0.717170123206477,0.201140700317619,1.40350161231392,0.255535146580719,0.817546039624902,1.66497264210873,1.09043867350074,-1.02126280991693,1.07753957075113
"23463","sjN92UPinR",-0.734353781093797,-0.244029128254718,-0.760350096502147,-0.864824586111304,-0.960077542292543,0.265784616462638,-0.200867450450706,-0.102237121246376,-0.0860996351723607,-0.765538623736335
"23464","JsE8oj62vb",-1.27871583689018,-0.742608888418309,0.0010273021750669,-1.12944500270285,-0.545442861084989,-0.259725513263808,-1.41205358315523,-2.44985529211781,-0.86334667748216,-1.21368155826615
"23465","sxKzkhN4eR",-0.00982358478168846,0.792659922626361,-0.471889963858041,-0.0497197724635915,-0.113344354414149,-0.19384393807601,1.84030500336878,-0.461855781694489,0.180742415408575,0.272313838616249
"23466","ns9lx8Tjgo",-1.13840865813493,-0.933400178944934,1.26311961637909,-0.406043323170573,0.154905277850233,-0.538522966524581,-0.664577145797445,0.15453936660879,0.815774074875189,1.5735525468004
"23467","XYrx1LHWwZ",0.0313590982920838,1.59118876686617,0.0472337089006882,0.0228428331510097,-0.925622586677109,0.807468922317147,-0.833818825832327,-0.207749661469745,0.736583685256814,0.23396829713334
"23468","cgiKMGfdIW",-0.801395602979676,-1.86487812264301,-1.59678362622237,-0.466716784568706,0.251040806703848,0.0308073147383059,-2.50723541736942,1.92793208829068,0.0396368268184919,0.36019377649479
"23469","PHJhq93sMy",0.654176310211999,0.24541012167833,-0.601338365090932,0.993084562828992,-1.41729879570942,1.17365581441132,-0.840768214604317,-1.04885710463557,0.492953388255884,0.0622526521928164
"23470","EQlb7fkinX",-1.85647710748398,1.12564467649415,-2.08751166995328,-1.80914878298901,-1.81607885317298,0.389131811390933,-0.980946530056369,-1.27990163804602,-2.31288676675552,-2.79433435720172
"23471","X43YRSIfNb",-0.463652815603334,0.700905885496482,1.07159048071235,0.239931338025764,1.56138072817754,1.23310325720986,0.457468981820175,0.0960039532027949,-0.432240784684222,0.711634854826183
"23472","aMLPzlOGUf",0.694340383362973,-1.39352356348863,0.767630994587566,-1.34407965427265,0.438056643258215,-0.329394075561708,0.825294211662212,-1.51066033567962,0.00680610709459319,1.00018816783135
"23473","DgkIBsvK24",0.962466187780405,0.794873561405761,-1.23134700131562,-2.11391311255164,1.04809748891723,-2.66892981124074,-0.6004694038829,0.614317864142178,0.0242870307721331,0.347214494869897
"23474","5K6pJIVPXY",-1.49802327853195,1.50863440937362,-1.7601137713771,0.848929683838864,-2.04214464677328,0.170139591451287,-1.92045601945817,-1.26103547139703,-1.29019287401944,-1.46826065897135
"23475","YNzifSLrup",0.569208119707977,0.261882579849633,0.385077498826698,0.820644286643458,0.669725004500655,-0.20203348806995,-1.68644639430284,0.110157682923567,2.235764445845,1.31538062361557
"23476","nxPfSeRC8c",0.598231747951425,-2.6691370023684,-1.2763555456459,-0.502122711775112,-1.09374039440723,-0.885876237962535,-1.22355487293397,0.289906051669863,-0.290324719694366,-1.78409626030789
